"","nama_customer","sales_order","kubikasi_pemenuhan_m3","berat_pemenuhan_kg","tanggal_order","tanggal_po_expired"
"1223","LOTTE SHOPPING INDONESIA-PASAR REBO","110407220",0.16582,41.2721,2022-12-06,NA
"1224","FOODHALL DAILY DEPOK MALL","110407362",0.11313564,39.155169,2022-12-08,2022-12-15
"1225","INDOMARCO DC LEBAK","110407358",0.40860156,88.766040012,2022-12-08,2022-12-12
"1226","INDOMARCO DC LEBAK","110407359",0.24888,70.1592,2022-12-08,2022-12-12
"1227","SAT DC SERANG","110407322",0.20592,140.88384,2022-12-07,NA
"1228","SAT DC SERANG","110407323",0.15798096,30.177444024,2022-12-07,NA
"1229","HYPERMART DC.BALARAJA 104","110407396",0.00768,5.44608,2022-12-08,NA
"1230","SAT DC BALARAJA","110407329",0.29137968,138.858400008,2022-12-07,NA
"1231","SAT DC BALARAJA","110407330",0.02325024,6.064500024,2022-12-07,NA
"1232","SAT DC BALARAJA","110407331",0.13416,68.05968,2022-12-07,NA
"1233","SAT DC DEPO BALARAJA","110407326",0.03439992,6.460000008,2022-12-07,NA
"1234","SAT DC DEPO BALARAJA","110407327",0.02325024,6.064500024,2022-12-07,NA
"1235","SAT DC DEPO BALARAJA","110407328",0.02064,10.47072,2022-12-07,NA
"1236","INDOMARCO DC PARUNG","110407357",0.1584,107.0736,2022-12-08,2022-12-12
"1237","HYFRESH BOJONGSARI","110407250",0.07539776,16.738926,2022-12-07,2022-12-12
"1238","E-COM WRP","110407364",0,0,2022-12-08,NA
"1239","GUDANG ECOMM PISANGAN","872003287",2.70097524,753.056121992,2022-12-08,2022-12-08
"1240","GUDANG ECOMM PISANGAN Muat di Tanah Baru","872003288",0.2808,186.48,2022-12-08,2022-12-08
"1241","FARMERS FAMILY PONDOK KOPI","110407216",0.00768,5.44512,2022-12-06,2022-12-10
"1242","FARMERS FAMILY PONDOK KOPI","110407290",0.0096,1.22004,2022-12-07,2022-12-12
"1243","FARMERS FAMILY PONDOK KOPI","110407291",0.01032,5.23536,2022-12-07,2022-12-12
"1244","ASTRO TECHNOLOGIES - TANGERANG, PT","110407352",0.3174,66.0456,2022-12-07,NA
"1245","LOTTE SHOPPING INDONESIA-MERUYA","110407221",0.02676,6.736,2022-12-06,NA
"1246","RANCH MARKET LIPPO MALL PURI","110407368",0.29303052,95.24374002,2022-12-08,2022-12-10
"1247","RANCH MARKET PESANGGRAHAN","110407370",0.0324,3.91992,2022-12-08,2022-12-12
"1248","HERO TAMAN ANGGREK","110407381",0.00962796,1.220004,2022-12-08,2022-12-12
"1249","HERO TAMAN ANGGREK","110407388",0.01716,3.9,2022-12-08,2022-12-12
"1250","HERO TAROGONG","110407380",0.01452,1.99002,2022-12-08,2022-12-12
"1251","HERO TAROGONG","110407383",0.01004568,6.579996,2022-12-08,2022-12-12
"1252","LOTTE MART GANDARIA CITY MALL","110407394",0.00768,5.44608,2022-12-08,NA
"1253","LOTTE SHOPPING INDONESIA-CIPUTAT","110407223",0.1772,47.04,2022-12-06,NA
"1254","RANCH 99 PONDOK INDAH","110407365",0.03324,4.42992,2022-12-08,2022-12-10
"1255","FOODHALL PONDOK INDAH","110407363",0.05524048,25.6167,2022-12-08,2022-12-15
"1256","FARMERS EPICENTRUM","110407367",0.0192,2.44008,2022-12-08,2022-12-12
"1257","FOODCYCLE INDONESIA - JAKARTA","0890/Titipan/BP/PSA/XII/2022",0.5,63.3,NA,NA
"1258","HERO GONDANGDIA","110407387",0.00962796,1.220004,2022-12-08,2022-12-12
"1259","FARMERS FAMILY BLOK M PLAZA","110407369",0.02323512,16.19976,2022-12-08,2022-12-09
"1260","HERO PERMATA HIJAU","110407386",0.01776,3.384,2022-12-08,2022-12-12
"1261","XPOSE PROTEIN, FITNESS F. SENAYAN CITY","110407373",0.01584,10.70736,2022-12-08,NA
"1262","FARMERS KALIBATA CITY SQUARE","110407366",0.032784,11.397036,2022-12-08,2022-12-09
"1263","GELAEL MT HARYONO","110407389",0.03936,13.488,2022-12-08,2022-12-22
"1264","GELAEL MT HARYONO","110407390",0.00792,5.35368,2022-12-08,NA
"1265","GELAEL MT HARYONO","110407391",0.11443644,27.496204002,2022-12-08,2022-12-22
"1266","GELAEL MT HARYONO","110407392",0.12739398,29.742618,2022-12-08,2022-12-22
"1267","GELAEL MT HARYONO","110407393",0.12828276,36.149205996,2022-12-08,2022-12-22
"1268","GELAEL MT HARYONO","110407395",0.12081906,37.835911998,2022-12-08,2022-12-22
"1269","GUDANG TOKOPEDIA WH PANCORAN","872003275",5.8892462,2437.620224344,2022-12-07,2022-12-09
"1270","GUDANG TOKOPEDIA WH PANCORAN","0882/Titipan/BP/MEA/XII/2022",0.02,20,NA,NA
"1271","LOTTE SHOPPING INDONESIA - BOGOR","110407341",0.01784,4.384,2022-12-07,NA
"1272","SAT DC BOGOR","110407332",0.81157884,322.950000012,2022-12-07,NA
"1273","SAT DC BOGOR","110407333",0.25454736,55.463736048,2022-12-07,NA
"1274","FARMERS MARKET SUMARECON MALL","110407371",0.04585818,13.070676,2022-12-08,2022-12-10
"1275","FARMERS MARKET SUMARECON MALL","110407372",0.03269256,16.166079996,2022-12-08,2022-12-10
"1276","NUTRIHUB SERPONG","872003284",0.041867,11.388440417,2022-12-08,2022-12-08
"1277","NUTRIHUB SERPONG","872003285",0.00482583,1.50013,2022-12-08,2022-12-08
"1278","LOTTE SHOPPING SERPONG","110407385",0.2064996,59.48949996,2022-12-08,NA
"1279","Dewi M.","1880/PBI/ASM/XII/2022",0.1,NA,NA,NA
"1280","Syifa H.","1877/PBI/QBT/XII/2022",0.1,NA,NA,NA
"1281","V. Jatimurtiani","1876/PBI/QPA/XII/2022",0.1,NA,NA,NA
"1282","HEALTH EMPLOYEE MART","112002460",NA,NA,NA,NA
"1283","SAT DC Cianjur","115131617",0.18887088,35.566932,2022-12-08,NA
"1284","SAT DC Cianjur","115131622",0.25491948,64.440080004,2022-12-08,NA
"1285","GRIYA PASTEUR-P30028","115131673",0.08204193,17.610599004,2022-12-09,2022-12-15
"1286","GRIYA PASTEUR-P30028","115131674",0.08680968,14.620241004,2022-12-09,2022-12-15
"1287","GRIYA PASTEUR-P30028","115131675",0.00494,0.80334,2022-12-09,2022-12-15
"1288","GRIYA PASTEUR-P30028","115131676",0.046508,12.425098272,2022-12-09,2022-12-15
"1289","GRIYA PASTEUR-P30028","115131677",0.10056,11.69976,2022-12-09,2022-12-15
"1290","GRIYA PASTEUR-P30028","115131678",0.08208,54.0432,2022-12-09,2022-12-15
"1291","GRIYA PASTEUR-P30028","115131681",0.10752,76.23936,2022-12-09,2022-12-14
"1292","SAT Bandung 2-P30016","115131618",0.2500248,39.903252024,2022-12-08,NA
"1293","SAT Bandung 2-P30016","115131619",0.06888984,13.958000004,2022-12-08,NA
"1294","SAT Bandung 2-P30016","115131680",0.01032,5.23536,2022-12-09,NA
"1295","SAT Bandung 2-P30016","115131315",0.1,NA,NA,NA
"1296","YOGYA KEPATIHAN-P30040","115131679",0.02496,2.75364,2022-12-09,2022-12-14
"1297","YOMART GEDEBAGE","115131626",0.1578672,21.209914008,2022-12-08,2022-12-14
"1298","YOMART GEDEBAGE","115131627",0.02548024,6.732500024,2022-12-08,2022-12-14
"1299","YOMART GEDEBAGE","115131637",0.20146206,41.079919998,2022-12-08,2022-12-14
"1300","LOTTE MART FESTIVAL CITY BANDUNG","115131682",0.05628996,13.364964,2022-12-09,2022-12-12
"1301","LOTTE MART FESTIVAL CITY BANDUNG","115131683",0.03397998,11.34588,2022-12-09,2022-12-12
"1302","INDOGROSIR BANDUNG-P30012","115131669",0.642,109.758,2022-12-09,2022-12-13
"1303","INDOMARCO BANDUNG-P30013","115131670",0.30980928,60.562000044,2022-12-09,2022-12-13
"1304","INDOMARCO BANDUNG-P30013","115131671",0.06871608,48.6,2022-12-09,2022-12-13
"1305","INDOMARCO BANDUNG-P30013","115131672",0.08610012,18.9342,2022-12-09,2022-12-13
"1306","YOMART DC GOOD STOCK","115131526",0.01719996,3.012,2022-12-07,2022-12-10
"1307","YOMART DC GOOD STOCK","115131628",0.08434536,59.79168,2022-12-08,2022-12-14
"1308","YOMART DC GOOD STOCK","115131629",0.21253812,28.672392,2022-12-08,2022-12-14
"1309","YOMART DC GOOD STOCK","115131630",0.0096,1.22004,2022-12-08,2022-12-14
"1310","YOMART DC GOOD STOCK","115131631",0.09461024,26.360500024,2022-12-08,2022-12-14
"1311","YOMART DC GOOD STOCK","115131632",0.01788,1.92996,2022-12-08,2022-12-14
"1312","YOMART DC GOOD STOCK","115131633",0.05168988,10.728,2022-12-08,2022-12-14
"1313","YOMART DC GOOD STOCK","115131634",0.19276392,43.937360004,2022-12-08,2022-12-14
"1314","YOMART DC GOOD STOCK","115131635",0.01719996,3.012,2022-12-08,2022-12-14
"1315","MITRA JAYA PERSADA - RANGKAS, PT","111172766",1.5058,395.088,2022-12-08,2022-12-09
"1316","MITRA JAYA PERSADA - RANGKAS, PT","111172767",1.7682,399.00084,2022-12-08,2022-12-09
"1317","UNIRAMA DUTA NIAGA - SUNTER, PT","111172764",3.39256236,1111.012328068,2022-12-08,2022-12-09
"1318","UNIRAMA DUTA NIAGA - SUNTER, PT","111172765",0.118968,50.316092016,2022-12-08,2022-12-09
"1319","UNIRAMA DUTA NIAGA - SUNTER, PT","113028514",0.03072,4.29504,2022-12-09,2022-12-10
"1320","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172778",1.4624,263.356,2022-12-08,2022-12-09
"1321","FARMERS MARKET MALL CIPUTRA GROGOL","110407403",0.00768,5.44608,2022-12-09,2022-12-13
"1322","HARI HARI DUTA HARAPAN INDAH","110407038",0.1,NA,NA,NA
"1323","HARI HARI DUTA HARAPAN INDAH","110407046",0.1,NA,NA,NA
"1324","HARI HARI DUTA HARAPAN INDAH","110407049",0.1,NA,NA,NA
"1325","HERO TAMAN ANGGREK","110407381",0.00962796,1.220004,2022-12-08,2022-12-12
"1326","HERO TAMAN ANGGREK","110407388",0.01716,3.9,2022-12-08,2022-12-12
"1327","FARMERS MARKET CITRA GARDEN VI","110407399",0.00948,7.40004,2022-12-09,2022-12-13
"1328","HARI HARI KALIDERES","110407035",0.1,NA,NA,NA
"1329","HARI HARI KALIDERES","110407036",0.1,NA,NA,NA
"1330","HARI HARI KALIDERES","110407037",0.1,NA,NA,NA
"1331","HYPERMART DAAN MOGOT","110407254",0.081618,24.303588,2022-12-07,2022-12-13
"1332","RANCH MARKET PESANGGRAHAN","110407408",0.01056,2.68008,2022-12-09,2022-12-15
"1333","RANCH MARKET PESANGGRAHAN","110407417",0.05739324,24.557928,2022-12-09,2022-12-13
"1334","INDOMARCO DC BOGOR","110407407",0.05159988,9.690000012,2022-12-09,2022-12-13
"1335","INDOMARCO DC BOGOR","110407418",1.06190148,233.5218,2022-12-09,2022-12-13
"1336","INDOGROSIR BOGOR","110407420",0.06807408,10.699992,2022-12-09,2022-12-13
"1337","INDOGROSIR BOGOR","110407421",0.01788,1.92996,2022-12-09,2022-12-13
"1338","INDOGROSIR BOGOR - TRADISIONAL","110407427",0.02145,2.688,2022-12-09,2022-12-13
"1339","INDOGROSIR BOGOR - TRADISIONAL","110407428",0.13054582,33.62,2022-12-09,2022-12-13
"1340","INDOGROSIR BOGOR - TRADISIONAL","110407453",0.01155,2.62005,2022-12-09,2022-12-13
"1341","INDOMARCO DC BOGOR 2","110407419",0.08496,23.78016,2022-12-09,2022-12-13
"1342","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407413",0.068004,14.299758,2022-12-09,2022-12-13
"1343","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407414",0.02090004,11.37,2022-12-09,2022-12-13
"1344","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407415",0.05215512,23.322760008,2022-12-09,2022-12-13
"1345","HERO SPM KOTA WISATA","110407384",0.012062,0.24552,2022-12-08,2022-12-12
"1346","INDOMARCO DC LEBAK","110407423",0.48790068,107.2938,2022-12-09,2022-12-13
"1347","INDOMARCO WH KLIK I-PLAZA LEBAK","110407416",0.02629998,5.8998,2022-12-09,2022-12-13
"1348","INDOMARCO DC PARUNG","110407425",0.5740008,126.228,2022-12-09,2022-12-13
"1349","INDOMARCO DC PARUNG","110407426",0.04248,11.89008,2022-12-09,2022-12-13
"1350","GRAND LUCKY - LIVING PLAZA","110407284",0.1,NA,NA,NA
"1351","GRAND LUCKY - LIVING PLAZA","NRO 14267/8005",0.1,NA,NA,NA
"1352","INDOGROSIR CIPUTAT","110407422",0.02342796,7.656924,2022-12-09,2022-12-13
"1353","INDOGROSIR CIPUTAT TRADISIONAL","110407429",0.32573148,89.371799984,2022-12-09,2022-12-13
"1354","RANCH 99 PONDOK INDAH","110407405",0.01056,2.68008,2022-12-09,2022-12-15
"1355","RANCH MARKET PONDOK INDAH MALL 3","110407411",0.01056,2.68008,2022-12-09,2022-12-15
"1356","GUDANG ECOMM PISANGAN","872003290",0.43992,292.152,2022-12-09,2022-12-09
"1357","GUDANG ECOMM PISANGAN","872003293",0.5736,144,2022-12-09,2022-12-09
"1358","GUDANG ECOMM PISANGAN","872003294",2.50073228,621.251423944,2022-12-09,2022-12-09
"1359","FARMERS FAMILY APARTEMEN MEDITERANIA KMY","110407404",0.04063992,10.56012,2022-12-09,2022-12-13
"1360","HERO GONDANGDIA","110407454",0.14736396,30.000012,2022-12-09,2022-12-15
"1361","LOTTE MART STORE GREEN PRAMUKA CITY","110407450",0.05268804,11.799996,2022-12-09,2022-12-12
"1362","LOTTE MART STORE GREEN PRAMUKA CITY","110407451",0.01788,1.92996,2022-12-09,2022-12-12
"1363","LOTTE MART STORE GREEN PRAMUKA CITY","110407460",0.02629998,5.8998,2022-12-09,2022-12-12
"1364","INDOGROSIR KEMAYORAN","110407424",0.06227196,13.019802,2022-12-09,2022-12-13
"1365","INDOGROSIR KEMAYORAN - TRADISIONAL","110407430",0,0,2022-12-09,2022-12-13
"1366","INDOGROSIR KEMAYORAN - TRADISIONAL","110407431",0.28110582,78.084,2022-12-09,2022-12-13
"1367","GRIYA SETIABUDI-P30030","115131685",0.01936,0,2022-12-10,NA
"1368","GRIYA SETIABUDI-P30030","115131686",0.02926436,0,2022-12-10,NA
"1369","GRIYA SETIABUDI-P30030","115131687",0.001476,0,2022-12-10,NA
"1370","GRIYA SETIABUDI-P30030","115131688",0.00553674,0,2022-12-10,NA
"1371","GRIYA SETIABUDI-P30030","115131689",0.01030704,0,2022-12-10,NA
"1372","GRIYA SETIABUDI-P30030","115131691",0.01299,0,2022-12-10,NA
"1373","GRIYA SETIABUDI-P30030","115131692",0.02304,0,2022-12-10,NA
"1374","LOTTE SHOPPING CIMAHI","115131330",0.03445992,7.8,2022-12-01,2022-12-14
"1375","LOTTE SHOPPING CIMAHI","115131331",0.05299992,10.036000008,2022-12-01,2022-12-14
"1376","HERO BANDUNG PASKAL","115131705",0.0096,1.22004,2022-12-10,NA
"1377","GRIYA TAMAN KOPO INDAH-P30033","115131690",0.03714302,0,2022-12-10,NA
"1378","GRIYA TAMAN KOPO INDAH-P30033","115131693",0.00222,0,2022-12-10,NA
"1379","GRIYA TAMAN KOPO INDAH-P30033","115131694",0.02181849,0,2022-12-10,NA
"1380","GRIYA TAMAN KOPO INDAH-P30033","115131695",0.0599851,0,2022-12-10,NA
"1381","GRIYA TAMAN KOPO INDAH-P30033","115131696",0.02049756,0,2022-12-10,NA
"1382","GRIYA TAMAN KOPO INDAH-P30033","115131697",0.0162849,0,2022-12-10,NA
"1383","YOGYA KOPO MAS-P30041","115131704",0.01536,0,2022-12-10,NA
"1384","GRIYA PAHLAWAN-P30027","115131698",0.15391552,0,2022-12-10,NA
"1385","GRIYA PAHLAWAN-P30027","115131699",0.10841082,0,2022-12-10,NA
"1386","GRIYA PAHLAWAN-P30027","115131701",0.02514,0,2022-12-10,NA
"1387","GRIYA PAHLAWAN-P30027","115131702",0.01640658,0,2022-12-10,NA
"1388","GRIYA PAHLAWAN-P30027","115131703",0.06276986,0,2022-12-10,NA
"1389","GRIYA ANTAPANI-P30017","115131684",0.00612,0,2022-12-10,NA
"1390","YOGYA GATOT SUBROTO","115131700",0.08443512,0,2022-12-10,NA
"1391","INDOGROSIR BANDUNG-P30012","115131669",0.642,109.758,2022-12-09,2022-12-13
"1392","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172378",2.83036,637.2894,2022-11-29,2022-12-12
"1393","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172379",0.33828,64.51948,2022-11-29,2022-12-12
"1394","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172380",0.6194988,178.46849988,2022-11-29,2022-12-12
"1395","RAMASURYA PERKASA DISTRINDO-SERANG, PT","113028515",0.03072,4.29504,2022-12-09,2022-12-10
"1396","GIANT SPM CILEGON CITY SQUARE","110407477",0.00936,0,2022-12-10,2022-12-15
"1397","FARMERS MARKET MARGO CITY MALL","110407483",0.01056,0,2022-12-10,2022-12-15
"1398","INDOGROSIR BOGOR","110407470",0.09250848,0,2022-12-10,2022-12-14
"1399","INDOMARCO DC BOGOR 2","110407466",0.05928,0,2022-12-10,2022-12-14
"1400","INDOMARCO DC BOGOR 2","110407467",0.2682,0,2022-12-10,2022-12-14
"1401","LOTTE SHOPPING INDONESIA PAKANSARI","110407360",0.19079328,71.187427584,2022-12-08,NA
"1402","LOTTE SHOPPING INDONESIA PAKANSARI","110407361",0.1498446,24.198968004,2022-12-08,NA
"1403","FARMERS MARKET SUMARECON MALL","110407400",0.04404,16.5036,2022-12-09,2022-12-10
"1404","FARMERS MARKET SUMARECON MALL","110407201",0.01536,NA,NA,NA
"1405","FARMERS MARKET SUMARECON MALL","110407479",0.01056,0,2022-12-10,2022-12-15
"1406","FOODHALL DAILY BUMI SERPONG DAMAI","110407456",0.00792,5.35368,2022-12-09,2022-12-16
"1407","FOODHALL DAILY BUMI SERPONG DAMAI","110407457",0.06898536,49.017360024,2022-12-09,2022-12-16
"1408","RANCH MARKET BREEZE","110407494",0.00792,5.35368,2022-12-10,2022-12-15
"1409","HYPERMART DC.BALARAJA 104","110407299",0.00768,5.44608,2022-12-07,NA
"1410","INDOMARCO DC LEBAK","110407463",0.21378336,0,2022-12-10,2022-12-14
"1411","INDOMARCO DC LEBAK","110407464",0.29281932,0,2022-12-10,2022-12-14
"1412","INDOMARCO DC LEBAK","110407465",0.5556,0,2022-12-10,2022-12-14
"1413","FARMERS MARKET CITRA LAKE SAWANGAN","110407486",0.01056,0,2022-12-10,2022-12-15
"1414","INDOMARCO DC PARUNG","110407468",0.05159988,0,2022-12-10,2022-12-14
"1415","INDOMARCO DC PARUNG","110407469",0.25032,0,2022-12-10,2022-12-14
"1416","DAILY FOODHALL SOUTH QUARTER","110407459",0.0384,27.0948,2022-12-09,2022-12-15
"1417","HERO TAROGONG","110407472",0.03108,0,2022-12-10,2022-12-15
"1418","FARMERS FAMILY BUARAN","110407488",0.01056,0,2022-12-10,2022-12-15
"1419","FARMERS FAMILY BUARAN","110407492",0.00768,5.44608,2022-12-10,2022-12-17
"1420","GUDANG ECOMM PISANGAN","872003296",1.0148796,0,2022-12-10,2022-12-10
"1421","FARMERS FAMILY PONDOK KOPI","110407493",0.09468804,24.61668,2022-12-10,2022-12-17
"1422","FARMERS MARKET CITRA GARDEN VI","110407481",0.01056,0,2022-12-10,2022-12-15
"1423","HERO PURI INDAH MALL","110407474",0.00948,0,2022-12-10,2022-12-15
"1424","HERO TAMAN ALFA","110407476",0.00948,0,2022-12-10,2022-12-15
"1425","LOTTE MART TAMAN SURYA","110407449",0.00768,5.44992,2022-12-09,2022-12-12
"1426","RANCH MARKET LIPPO MALL PURI","110407412",0.01056,2.68008,2022-12-09,2022-12-15
"1427","RANCH MARKET PESANGGRAHAN","110407408",0.01056,2.68008,2022-12-09,2022-12-15
"1428","RANCH MARKET PESANGGRAHAN","110407417",0.05739324,24.557928,2022-12-09,2022-12-13
"1429","HERO TAMAN ANGGREK","110407473",0.02090004,0,2022-12-10,2022-12-15
"1430","FARMERS MARKET ONE BELL PARK","110407482",0.01056,0,2022-12-10,2022-12-15
"1431","HERO KEMANG VILLA","110407471",0.01224,0,2022-12-10,2022-12-15
"1432","RANCH MARKET KEMANG","110407406",0.01056,2.68008,2022-12-09,2022-12-15
"1433","RANCH MARKET KEMANG","110407478",0.01032,0,2022-12-10,2022-12-14
"1434","RANCH MARKET KEMANG","110407491",0.02988,0,2022-12-10,2022-12-14
"1435","FOODHALL OFFICE 8","110407455",0.01536,10.83792,2022-12-09,2022-12-16
"1436","FOODHALL OFFICE 8","110407458",0.09207024,65.362400016,2022-12-09,2022-12-16
"1437","HERO PERMATA HIJAU","110407475",0.00948,0,2022-12-10,2022-12-15
"1438","RANCH MARKET DISTRICT 8","110407410",0.01056,2.68008,2022-12-09,2022-12-15
"1439","FARMERS EPICENTRUM","110407480",0.01056,0,2022-12-10,2022-12-15
"1440","RANCH LOTTE SHOPPING AVENUE","110407409",0.01056,2.68008,2022-12-09,2022-12-15
"1441","AEON TANJUNG BARAT","110407462",0.051542,0,2022-12-10,NA
"1442","FARMERS KALIBATA CITY SQUARE","110407485",0.01056,0,2022-12-10,2022-12-15
"1443","FARMERS FAMILY APARTEMEN MEDITERANIA KMY","110407489",0.02330556,0,2022-12-10,2022-12-15
"1444","FARMERS FAMILY APARTEMEN MEDITERANIA KMY","110407490",0.01056,0,2022-12-10,2022-12-15
"1445","FOODHALL DAILY DUKUH GOLF KEMAYORAN","110407497",0.02449278,0,2022-12-10,2022-12-19
"1446","FOODHALL GRAND INDONESIA","110407496",0.1813719,0,2022-12-10,2022-12-19
"1447","FARMERS FAMILY CILEUNGSI METLAND TRANSYO","110407487",0.01056,0,2022-12-10,2022-12-15
"1448","FARMERS MARKET BOTANI SQUARE MALL","110407484",0.01056,0,2022-12-10,2022-12-15
"1449","LOTTE SHOPPING INDONESIA - BOGOR","110407339",0.14244372,29.641998012,2022-12-07,NA
"1450","LOTTE SHOPPING INDONESIA - BOGOR","110407397",0.05775,13.10025,2022-12-08,NA
"1451","LOTTE SHOPPING INDONESIA - BOGOR","110407398",0.05775,13.10025,2022-12-08,NA
"1452","HEALTH EMPLOYEE MART","112002461",0.01852213,4.516297,2022-12-09,NA
