"","nama_customer","sales_order","kubikasi_pemenuhan_m3","berat_pemenuhan_kg","tanggal_order","tanggal_po_expired"
"253","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172535",6.153,1563.518,2022-12-05,2022-12-07
"254","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172537",6.49129374,1836.9,2022-12-05,2022-12-07
"255","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172538",2.7336,621.3767,2022-12-05,2022-12-07
"256","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172540",0.10725,13.44,2022-12-05,2022-12-07
"257","MENADO PUTRA PERKASA - TERNATE, PT","111172541",9.74329072,2491.438972046,2022-12-05,2022-12-07
"258","MENADO PUTRA PERKASA - TERNATE, PT","111172542",0.65105088,242.498101152,2022-12-05,2022-12-07
"259","MENADO PUTRA PERKASA - TERNATE, PT (WRP)","111172680",0.63684,77.11499997,2022-12-06,2022-12-07
"260","MENADO PUTRA PERKASA - TERNATE, PT (HB)","111172695",3.0120048,1817.80800048,2022-12-06,NA
"261","MENADO PUTRA PERKASA - TERNATE, PT","113028440",0.0384,27.0948,2022-11-18,2022-11-22
"262","MENADO PUTRA PERKASA - TERNATE, PT","113028487",0.4192416,116.76144,2022-12-05,NA
"263","MENADO PUTRA PERKASA - TERNATE, PT","0881/Titipan/WRP/EBW/XII/2022",0.17,33,2022-12-07,NA
"264","BSP BOGOR","111172666",11.85622178,3549.359146118,2022-12-05,2022-12-06
"265","BSP BOGOR","0880/Titipan/WRP/EBW/XII/2022",0.092,20,2022-12-07,NA
"266","Storesend Elogistic Indonesia","872003269",41.48076936,11079.740309992,2022-12-06,2022-12-07
"267","Storesend Elogistic Indonesia","872003270",0.46848,332.21088,2022-12-06,2022-12-07
"268","UNIRAMA DUTA NIAGA - SUNTER, PT","111172681",11.98536,3007.456,2022-12-06,2022-12-07
"269","UNIRAMA DUTA NIAGA - SUNTER, PT","111172682",1.91928,551.07,2022-12-06,2022-12-07
"270","UNIRAMA DUTA NIAGA - SUNTER, PT","111172683",0.138,64.3692,2022-12-06,2022-12-07
"271","PROVIDER NFI - SURABAYA","871016444",2.2876824,1343.08272024,2022-12-06,2022-12-07
"272","PROVIDER NFI - SURABAYA","871016445",40.50831878,12763.49201006,2022-12-06,2022-12-07
"273","PROVIDER NFI - SURABAYA","0876/Titipan/HB/HNI/XII/2022",0.46,290.04,2022-12-06,NA
"274","PROVIDER NFI - SURABAYA","0875/Titipan/HB/HNI/XII/2022",0.02,9.99,2022-12-06,NA
"275","PROVIDER NFI - SURABAYA","871016446",5.143086,3025.9195206,2022-12-06,2022-12-07
"276","Tokopedia Swift Surabaya","872003272",5.02832204,1448.078784024,2022-12-06,2022-12-08
"277","PROVIDER NFI - SURABAYA","871016447",19.65474926,3991.199160236,2022-12-06,2022-12-08
"278","PROVIDER NFI - SURABAYA","871016448",1.226,276.9354,2022-12-06,2022-12-08
"279","PROVIDER NFI - SURABAYA","0136/PGK/SSA-BAK/XI/2022",0.012,1,2022-12-06,NA
"280","PROVIDER NFI - SURABAYA","871016449",9.15228,2354.15832,2022-12-06,2022-12-08
"281","UNIRAMA DUTA NIAGA - CINANGKA, PT","111172687",9.4128,2516.68,2022-12-06,2022-12-08
"282","UNIRAMA DUTA NIAGA - CINANGKA, PT","111172688",0.4134582,117,2022-12-06,2022-12-08
"283","UNIRAMA DUTA NIAGA - CINANGKA, PT","111172689",2.14759584,618.690799584,2022-12-06,2022-12-08
"284","UNIRAMA DUTA NIAGA - CINANGKA, PT","111172690",4.04739216,1165.994199216,2022-12-06,2022-12-08
"285","BSP BOGOR (POLOS)","111172696",8.67904,2262.6256,2022-12-07,2022-12-08
"286","BSP BOGOR (POLOS)","111172697",1.8605619,526.5,2022-12-07,2022-12-08
"287","BSP BOGOR (POLOS)","111172698",1.4454972,416.42649972,2022-12-07,2022-12-08
"288","BSP BOGOR (POLOS)","111172699",6.52538736,1879.868198736,2022-12-07,2022-12-08
"289","RAMASURYA PERKASA DISTRINDO-SERANG, PT","111172756",NA,NA,2022-12-07,2022-12-08
"290","RAMASURYA PERKASA DISTRINDO-SERANG, PT","111172757",NA,NA,2022-12-07,2022-12-08
"291","RAMASURYA PERKASA DISTRINDO-SERANG, PT","111172758",NA,NA,2022-12-07,2022-12-08
"292","RAMASURYA PERKASA DISTRINDO-SERANG, PT","111172762",1.62515534,894.28498812,2022-12-07,2022-12-08
"293","RAMASURYA PERKASA DISTRINDO-SERANG, PT","111172763",0.3438048,126.561175584,2022-12-07,2022-12-08
"294","RAMASURYA PERKASA DISTRINDO-SERANG, PT","113028492",0.1621008,26.25864,2022-12-07,2022-12-08
"295","BSP DKI I (POLOS)","111172712",12.0042,3093.732,2022-12-07,2022-12-08
"296","BSP DKI I (POLOS)","111172715",4.70819088,1356.360599088,2022-12-07,2022-12-08
"297","BSP DKI I (POLOS)","111172713",0.5826,168.192,2022-12-07,2022-12-08
"298","BSP DKI I (POLOS)","111172714",0.24807492,70.2,2022-12-07,2022-12-08
"299","GEMA REJEKI - AMBON, CV","111172746",7.01008,1786.12532,2022-12-07,2022-12-09
"300","GEMA REJEKI - AMBON, CV","111172747",7.0287894,1989,2022-12-07,2022-12-09
"301","GEMA REJEKI - AMBON, CV","111172748",0.37395,80.85075,2022-12-07,2022-12-09
"302","GEMA REJEKI - AMBON, CV","111172749",4.129992,1189.7899992,2022-12-07,2022-12-09
"303","GEMA REJEKI - AMBON, CV","111172752",7.79146144,1766.7095,2022-12-07,2022-12-09
"304","GEMA REJEKI - AMBON, CV","111172753",0.4749912,150.86904,2022-12-07,2022-12-09
"305","GEMA REJEKI - AMBON, CV","113028491",0.7520832,134.39952,2022-12-07,2022-12-09
"306","GEMA REJEKI - AMBON, CV","113028496",0.1536,21.4752,2022-12-09,2022-12-09
"307","GEMA REJEKI - AMBON, CV","113028435",0.0768,54.1896,2022-11-18,2022-11-22
"308","JIVAKA MEDIKA - MANOKWARI, PT","111172737",1.37604,376.38104,2022-12-07,2022-12-09
"309","JIVAKA MEDIKA - MANOKWARI, PT","111172738",1.0336455,292.5,2022-12-07,2022-12-09
"310","JIVAKA MEDIKA - MANOKWARI, PT","111172739",0.43914,102.6318,2022-12-07,2022-12-09
"311","JIVAKA MEDIKA - MANOKWARI, PT","111172740",0.0215,1.8596,2022-12-07,2022-12-09
"312","JIVAKA MEDIKA - MANOKWARI, PT","111172741",2.83486062,731.210051976,2022-12-07,2022-12-09
"313","JIVAKA MEDIKA - MANOKWARI, PT","111172742",0.091404,57.929604,2022-12-07,2022-12-09
"314","JIVAKA MEDIKA - MANOKWARI, PT","113028489",0.3213408,72.966,2022-12-07,2022-12-09
"315","JIVAKA MEDIKA - MANOKWARI, PT","113028438",0.0384,27.0948,2022-11-18,2022-11-22
"316","JIVAKA MEDIKA - MANOKWARI, PT","113028495",0.06144,8.59008,2022-12-09,2022-12-09
"317","CAHAYA GEMILANG - MERAUKE, CV","111172743",1.64492,443.76,2022-12-07,2022-12-09
"318","CAHAYA GEMILANG - MERAUKE, CV","111172744",0.24006,46.38786,2022-12-07,2022-12-09
"319","CAHAYA GEMILANG - MERAUKE, CV","111172745",0.2064996,59.48949996,2022-12-07,2022-12-09
"320","CAHAYA GEMILANG - MERAUKE, CV","111172750",5.54846424,1404.204985968,2022-12-07,2022-12-09
"321","CAHAYA GEMILANG - MERAUKE, CV","111172751",0.1152,81.2844,2022-12-07,2022-12-09
"322","CAHAYA GEMILANG - MERAUKE, CV","113028490",0.5951616,105.86712,2022-12-07,2022-12-09
"323","CAHAYA GEMILANG - MERAUKE, CV","113028497",0.06144,8.59008,2022-12-09,2022-12-09
"324","CAHAYA GEMILANG - MERAUKE, CV","113028436",0.0384,27.0948,2022-11-18,2022-11-22
"325","MAJU MAKMUR - JAYAPURA, CV","111172769",0.80956,223.472,2022-12-08,2022-12-10
"326","MAJU MAKMUR - JAYAPURA, CV","111172770",0.0552,9.19824,2022-12-08,2022-12-10
"327","MAJU MAKMUR - JAYAPURA, CV","111172771",0.0645,5.5788,2022-12-08,2022-12-10
"328","MAJU MAKMUR - JAYAPURA, CV","111172772",12.38352002,2556.763576032,2022-12-08,2022-12-10
"329","MAJU MAKMUR - JAYAPURA, CV","111172773",0.70671792,201.836791608,2022-12-08,2022-12-10
"330","MAJU MAKMUR - JAYAPURA, CV","113028437",0.192,135.474,2022-11-18,2022-11-22
"331","MAJU MAKMUR - JAYAPURA, CV","113028494",0.06144,8.59008,2022-12-09,2022-12-09
"332","MAJU MAKMUR - JAYAPURA, CV","113028493",0.4350816,127.4688,2022-12-08,2022-12-10
"333","BORWITA CITRA PRIMA - MANADO, PT","111172488",10.336455,2925,2022-12-02,2022-12-19
"334","BSP MANADO (POLOS)","111172671",5.4622,1373.99384,2022-12-06,2022-12-10
"335","BSP MANADO (POLOS)","111172672",0.8269164,234,2022-12-06,2022-12-10
"336","BSP MANADO (POLOS)","111172673",1.4504,291.2804,2022-12-06,2022-12-10
"337","BSP MANADO (POLOS)","111172674",4.129992,1189.7899992,2022-12-06,2022-12-10
"338","PROVIDER NFI - SURABAYA","871016450",1.8557721,725.92719,2022-12-09,2022-12-10
"339","PROVIDER NFI - SURABAYA","871016451",33.469766,9443.66665,2022-12-09,2022-12-10
"340","PROVIDER NFI - SURABAYA","871016452",1.833628,560.17033994,2022-12-09,2022-12-10
"341","PROVIDER NFI - SURABAYA","871016453",5.12454168,1176.583840392,2022-12-09,2022-12-10
"342","PROVIDER NFI - SURABAYA","0885/Titipan/HB/HNI/XII/2022",NA,109.8,2022-12-10,NA
"343","PROVIDER NFI - SURABAYA","0886/Titipan/HB/HNI/XII/2022",NA,247.76,2022-12-10,NA
"344","AMS DC SURABAYA","111172774",0.73411836,133.37616,2022-12-08,2022-12-09
"345","AMS DC SURABAYA","938600827",0.699,102.609,2022-12-08,2022-12-09
"346","CATUR SENTOSA ANUGRAH-SERANG, PT","111172779",6.72988,1774.372,2022-12-09,2022-12-10
"347","CATUR SENTOSA ANUGRAH-SERANG, PT","111172780",0.70287894,198.9,2022-12-09,2022-12-10
"348","CATUR SENTOSA ANUGRAH-SERANG, PT","111172781",4.5429912,1308.76899912,2022-12-09,2022-12-10
"349","CATUR SENTOSA ANUGRAH-SERANG, PT","111172782",2.6844948,773.36349948,2022-12-09,2022-12-10
"350","BSP DKI I (POLOS)","111172716",12.0042,3093.732,2022-12-07,2022-12-12
"351","BSP DKI I (POLOS)","111172717",0.5826,168.192,2022-12-07,2022-12-12
"352","BSP DKI I (POLOS)","111172718",0.24807492,70.2,2022-12-07,2022-12-12
"353","BSP DKI I (POLOS)","111172719",4.70819088,1356.360599088,2022-12-07,2022-12-12
"354","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172389",8.65952,1799.4064,2022-11-29,2022-12-12
"355","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172390",0.572,110.0576,2022-11-29,2022-12-12
"356","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172391",2.72579472,785.261399472,2022-11-29,2022-12-12
"357","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172392",0.24779952,71.387399952,2022-11-29,2022-12-12
"358","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172393",0.10735,11.7832,2022-11-29,2022-12-12
"359","BSP SURABAYA (POLOS)","111172593",12.01872,3013.12592,2022-12-05,2022-12-12
"360","BSP SURABAYA (POLOS)","111172594",0.69192,205.5964,2022-12-05,2022-12-12
"361","BSP SURABAYA (POLOS)","111172595",2.93555322,830.7,2022-12-05,2022-12-12
"362","BSP SURABAYA (POLOS)","111172596",2.5022,576.10588,2022-12-05,2022-12-12
"363","SEHAT BERSAMA SEJAHTERA - KUDUS, PT","111172777",4.00874928,568.530399984,2022-12-08,2022-12-10
"364","INDOGROSIR SUKABUMI","115131319",0.04806612,7.756992,2022-12-01,2022-12-05
"365","INDOGROSIR SUKABUMI","115131320",0.02616,4.4544,2022-12-01,2022-12-03
"366","SAT DC Cianjur","115131313",0.19287504,45.463752048,2022-12-01,NA
"367","SAT DC Cianjur","115131318",0.0964398,24.065360004,2022-12-01,NA
"368","YOGYA CIUMBULEUIT","115131328",0.01308,2.2272,2022-12-01,2022-12-13
"369","YOGYA JUNCTION 8","115131322",0.01308,2.2272,2022-12-01,2022-12-13
"370","HERO BANDUNG PASKAL","Ambil CN",0.01032,5.23536,2022-11-07,2022-11-10
"371","YOGYA PAJAJARAN","115131139",0.03287735,7.87492,2022-11-29,2022-12-05
"372","YOGYA PAJAJARAN","115131140",0.03836376,5.707764,2022-11-29,2022-12-05
"373","YOGYA PAJAJARAN","115131141",0.02046,5.8488,2022-11-29,2022-12-05
"374","YOGYA PAJAJARAN","115131142",0.01533756,10.86912,2022-11-29,2022-12-05
"375","YOGYA PAJAJARAN","115131208",0.04176,6.62976,2022-11-30,2022-12-13
"376","YOGYA PAJAJARAN","115131325",0.01308,2.2272,2022-12-01,2022-12-13
"377","SAT Bandung 2-P30016","115131307",0.66504,458.33496,2022-11-30,NA
"378","SAT Bandung 2-P30016","115131314",0.30812928,39.582336,2022-12-01,NA
"379","SAT Bandung 2-P30016","115131315",0.20675952,46.8,2022-12-01,NA
"380","Stadion PERSIB Sidolig","1824/PBI/QBL/XI/2022",1,500,2022-12-01,NA
"381","Stadion PERSIB Sidolig","1843/PBI/QBL/XII/2022",0.5,80,2022-12-01,NA
"382","YOGYA SUNDA-P30044","115131321",0.01308,2.2272,2022-12-01,2022-12-13
"383","YOGYA KEPATIHAN-P30040","115131326",0.01308,2.2272,2022-12-01,2022-12-13
"384","SAT Bandung-P30015","115131316",0.26200512,41.330568048,2022-12-01,NA
"385","SAT Bandung-P30015","115131317",0.27567936,59.16,2022-12-01,NA
"386","GRIYA BATUNUNGGAL","115131323",0.01308,2.2272,2022-12-01,2022-12-13
"387","YOGYA GATOT SUBROTO","115131329",0.01308,2.2272,2022-12-01,2022-12-13
"388","YOGYA MEKAR WANGI","115131327",0.01308,2.2272,2022-12-01,2022-12-13
"389","INDOGROSIR BANDUNG-P30012","115131308",0.33704542,94.54949996,2022-12-01,2022-12-05
"390","INDOGROSIR BANDUNG-P30012","115131309",0.01308,2.2272,2022-12-01,2022-12-05
"391","INDOMARCO BANDUNG-P30013","115131312",0.04248,11.89008,2022-12-01,2022-12-05
"392","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131310",0.05932956,12.57198,2022-12-01,2022-12-05
"393","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131311",0.02090004,11.37,2022-12-01,2022-12-05
"394","GRIYA BUAH BATU-P30020","115131324",0.01308,2.2272,2022-12-01,2022-12-13
"395","BSP DKI I","111172400",1.44973992,289.478052,2022-11-30,2022-12-01
"396","HERO PURI INDAH MALL","110406931",0.01032,5.23536,2022-12-01,2022-12-06
"397","LOTTE SHOPPING INDONESIA-MERUYA","110406781",0.20134,52.88218,2022-11-29,NA
"398","XPOSE PROTEIN, FITNESS FIRST MORITZ","111172457",0.01584,10.70736,2022-12-01,2022-12-07
"399","INDOMARCO DC BOGOR 2","110406922",0.2682,28.9494,2022-12-01,2022-12-05
"400","SAT DC BOGOR","110406862",0.05159988,9.690000012,2022-11-30,NA
"401","SAT DC BOGOR","110406863",0.28891152,48.293904,2022-11-30,NA
"402","CIBINONG CENTER INDUSTRIAL ESTATE , PT","110406947",0.21088008,100.16784,2022-12-01,NA
"403","UNIRAMA DUTA NIAGA - SUNTER, PT","111172437",3.56002034,1009.233384042,2022-12-01,2022-12-03
"404","UNIRAMA DUTA NIAGA - SUNTER, PT","111172438",0.30598032,88.89187956,2022-12-01,2022-12-03
"405","UNIRAMA DUTA NIAGA - SUNTER, PT","113028470",0.5541216,76.17024,2022-12-01,2022-12-03
"406","LOTTE SHOPPING INDONESIA-PASAR REBO","110406780",0.10338,25.9281,2022-11-29,NA
"407","Gudang Lazada Depok (Main WH)","872003249",0,0,2022-11-30,2022-12-02
"408","HERO SPM KOTA WISATA","110406930",0.00792,5.35368,2022-12-01,2022-12-06
"409","SAT Cileungsi 2","110406855",0.03439992,6.460000008,2022-11-30,NA
"410","SAT Cileungsi 2","110406856",0.37003392,59.999904,2022-11-30,NA
"411","FARMERS MARKET SUMARECON MALL","110406926",0.03432,5.92008,2022-12-01,2022-12-03
"412","FARMERS MARKET SUMARECON MALL","110406928",0.06162,8.8809,2022-12-01,2022-12-03
"413","LOTTE SHOPPING INDONESIA-ALAM SUTRA","110406783",0.0184,5.14608,2022-11-29,NA
"414","EXERTAINMENT INDONESIA-TERAS KOTA, PT","110406945",0.01482,2.41002,2022-12-01,2022-12-07
"415","GS SUPERMARKET ALAM SUTERA","110406946",0.01482,2.41002,2022-12-01,2022-12-07
"416","HYPERMART CILEGON","110406805",0.05711978,7.688220004,2022-11-30,2022-12-06
"417","SAT DC SERANG","110406854",0.11575872,21.064476024,2022-11-30,NA
"418","INDOMARCO DC LEBAK","110406920",0.03576,3.85992,2022-12-01,2022-12-05
"419","INDOGROSIR STOCK POINT TGR 1","110406916",0.04129992,11.897899992,2022-11-30,2022-12-03
"420","INDOGROSIR STOCK POINT TGR 1","110406929",0.15347984,42.611799984,2022-12-01,2022-12-05
"421","SAT DC BALARAJA","110406860",0.31007928,65.620000008,2022-11-30,NA
"422","SAT DC BALARAJA","110406861",0.46541328,63.077028024,2022-11-30,NA
"423","SAT DC DEPO BALARAJA","110406857",0.04222224,11.569968,2022-11-30,NA
"424","SAT DC DEPO BALARAJA","110406858",0.24118944,49.718000004,2022-11-30,NA
"425","SAT DC DEPO BALARAJA","110406859",0.01032,5.23536,2022-11-30,NA
"426","INDOMARCO DC PARUNG","110406921",0.10374,16.87014,2022-12-01,2022-12-05
"427","SAT DC PARUNG","110406850",0.13777968,27.916000008,2022-11-30,NA
"428","SAT DC PARUNG","110406852",0.33448272,48.236568048,2022-11-30,NA
"429","SAT DC PARUNG","110406853",0.01788,1.92996,2022-11-30,NA
"430","HERO PONDOK INDAH","110406932",0.01452,1.99002,2022-12-01,2022-12-06
"431","LOTTE SHOPPING INDONESIA-CIPUTAT","110406782",0.01784,5.344,2022-11-29,NA
"432","EXERTAINMENT INDONESIA-PONDOK INDAH, PT","110406943",0.0396,26.7684,2022-12-01,2022-12-07
"433","EXERTAINMENT INDONESIA-PONDOK INDAH, PT","110406944",0.01482,2.41002,2022-12-01,2022-12-07
"434","GUDANG ECOMM PISANGAN","872003257",1.79911936,575.919559936,2022-12-01,2022-12-01
"435","Iwang S.","1837/PBI/MMA/XI/2022",0.1,NA,2022-12-01,NA
"436","Nanda P.","1842/PBI/YAA/XII/2022",0.1,NA,2022-12-01,NA
"437","HERO GONDANGDIA","110406924",0.03533256,15.955359996,2022-12-01,2022-12-06
"438","HERO GONDANGDIA","110406925",0.00792,5.35368,2022-12-01,2022-12-06
"439","GRAND LUCKY - SCBD","NRO 86030/8001",0.1,NA,2022-12-01,NA
"440","RANCH LOTTE SHOPPING AVENUE","110406927",0.01004568,6.698004,2022-12-01,2022-12-05
"441","GRAND LUCKY - RADIO DALAM","110406785",0.1,NA,2022-12-01,NA
"442","HERO KEMANG VILLA","110406923",0.07064052,20.405403996,2022-12-01,2022-12-07
"443","FOODHALL GRAND INDONESIA","110406876",0.18090582,0,2022-11-30,2022-12-06
"444","HYPERMART JACC THAMRIN","110406800",0.05027796,10.7205,2022-11-30,2022-12-06
"445","HEALTH EMPLOYEE MART","112002455",0.67382452,179.85154996,2022-12-01,NA
"446","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172375",2.1086,474.3484,2022-11-29,2022-12-05
"447","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172376",0.25115,49.14909,2022-11-29,2022-12-05
"448","MITRA PERIANGAN PERSADA - CIANJUR, PT","111172377",0.45429912,130.876899912,2022-11-29,2022-12-05
"449","GRIYA PASTEUR-P30028","115131341",0.01536,10.83792,2022-12-01,2022-12-14
"450","GRIYA SETIABUDI-P30030","115131348",0.01536,10.83792,2022-12-01,2022-12-14
"451","GRIYA SETRASARI-P30031","115131338",0.01536,10.83792,2022-12-01,2022-12-14
"452","YOGYA CIHAMPELAS WALK-P30037","115131347",0.01536,10.83792,2022-12-01,2022-12-14
"453","YOGYA JUNCTION 8","115131389",0.30800484,99.170049042,2022-12-01,2022-12-10
"454","YOGYA PAJAJARAN","115131335",0.01536,10.83792,2022-12-01,2022-12-14
"455","SAT Bandung 2-P30016","115131315",0.20675952,46.8,2022-12-01,NA
"456","GRIYA TAMAN KOPO INDAH-P30033","115131350",0.00768,5.41896,2022-12-01,2022-12-14
"457","YOGYA JUNCTION SUMBER SARI","115131353",0.01536,10.83792,2022-12-01,2022-12-14
"458","YOGYA KOPO MAS-P30041","115131340",0.01536,10.83792,2022-12-01,2022-12-14
"459","YOGYA KOPO MAS-P30041","115131388",0.02321634,4.374999,2022-12-01,2022-12-03
"460","YOGYA KOPO MAS-P30041","115131390",0.01725504,5.018750004,2022-12-01,2022-12-03
"461","YOMART GEDEBAGE","115131332",0.04906,14.576,2022-12-01,2022-12-07
"462","GRIYA CINUNUK-P30047","115131344",0.01536,10.83792,2022-12-01,2022-12-14
"463","GRIYA CINUNUK-P30047","115131382",0.109272,25.96299,2022-12-01,2022-12-07
"464","GRIYA CINUNUK-P30047","115131383",0.06908692,9.938184,2022-12-01,2022-12-07
"465","GRIYA CINUNUK-P30047","115131384",0.00522501,2.8425,2022-12-01,2022-12-07
"466","GRIYA CINUNUK-P30047","115131385",0.00339,0.114,2022-12-01,2022-12-07
"467","GRIYA CINUNUK-P30047","115131386",0.00998008,2.689500008,2022-12-01,2022-12-07
"468","GRIYA CINUNUK-P30047","115131387",0.01536,10.89216,2022-12-01,2022-12-07
"469","GRIYA JATINANGOR-P30046","115131351",0.01536,10.83792,2022-12-01,2022-12-14
"470","GRIYA MARGAHAYU RAYA","115131343",0.01536,10.83792,2022-12-01,2022-12-14
"471","GRIYA UJUNG BERUNG-P30034","115131334",0.00768,5.44608,2022-12-01,2022-12-10
"472","GRIYA UJUNG BERUNG-P30034","115131346",0.01536,10.83792,2022-12-01,2022-12-14
"473","GRIYA PAHLAWAN-P30027","115131349",0.01536,10.83792,2022-12-01,2022-12-14
"474","YOGYA KEPATIHAN-P30040","115131337",0.01536,10.83792,2022-12-01,2022-12-14
"475","YOGYA PLAZA CIMAHI-P30049","115131352",0.01536,10.83792,2022-12-01,2022-12-14
"476","YOGYA PLAZA CIMAHI-P30049","115131354",0.01045002,5.685,2022-12-01,2022-12-05
"477","YOGYA PLAZA CIMAHI-P30049","115131355",0.03013599,7.350249,2022-12-01,2022-12-05
"478","YOGYA PLAZA CIMAHI-P30049","115131356",0.06639356,10.239282,2022-12-01,2022-12-05
"479","YOGYA PLAZA CIMAHI-P30049","115131357",0.02526704,6.989128,2022-12-01,2022-12-05
"480","YOGYA PLAZA CIMAHI-P30049","115131358",0.00768,5.44608,2022-12-01,2022-12-05
"481","YOGYA PLAZA CIMAHI-P30049","115131365",0.08057394,17.772339,2022-12-01,2022-12-06
"482","YOGYA PLAZA CIMAHI-P30049","115131366",0.007854,4.000014,2022-12-01,2022-12-06
"483","YOGYA PLAZA CIMAHI-P30049","115131367",0.01887498,2.333598,2022-12-01,2022-12-06
"484","YOGYA PLAZA CIMAHI-P30049","115131368",0.02883348,18.89799,2022-12-01,2022-12-06
"485","YOGYA PLAZA CIMAHI-P30049","115131369",0.00678,0.228,2022-12-01,2022-12-06
"486","YOGYA PLAZA CIMAHI-P30049","115131370",0.02089216,5.508578012,2022-12-01,2022-12-06
"487","YOGYA PLAZA CIMAHI-P30049","115131371",0.01299,1.45497,2022-12-01,2022-12-06
"488","YOGYA PLAZA CIMAHI-P30049","115131372",0.1332,92.36784,2022-12-01,2022-12-06
"489","GRIYA ANTAPANI-P30017","115131342",0.01536,10.83792,2022-12-01,2022-12-14
"490","GRIYA ARCAMANIK-P30018","115131345",0.00768,5.41896,2022-12-01,2022-12-14
"491","GRIYA ARCAMANIK-P30018","115131363",0.05193597,11.878929,2022-12-01,2022-12-05
"492","GRIYA ARCAMANIK-P30018","115131364",0.03849398,5.279802,2022-12-01,2022-12-05
"493","GRIYA BATUNUNGGAL","115131373",0.007896,2.855991,2022-12-01,2022-12-07
"494","GRIYA BATUNUNGGAL","115131374",0.01507672,5.40506326,2022-12-01,2022-12-07
"495","GRIYA BATUNUNGGAL","115131375",0.05517,6.32487,2022-12-01,2022-12-07
"496","GRIYA BATUNUNGGAL","115131376",0.01704,8.94876,2022-12-01,2022-12-07
"497","GRIYA DINASTY-P30023","115131339",0.01536,10.83792,2022-12-01,2022-12-14
"498","YOGYA MEKAR WANGI","115131336",0.01536,10.83792,2022-12-01,2022-12-14
"499","YOGYA MEKAR WANGI","115131377",0.08899186,19.580916004,2022-12-01,2022-12-07
"500","YOGYA MEKAR WANGI","115131378",0.11389776,20.097936,2022-12-01,2022-12-07
"501","YOGYA MEKAR WANGI","115131379",0.03345,8.94,2022-12-01,2022-12-07
"502","YOGYA MEKAR WANGI",NA,0.0228,2.4855,2022-12-01,2022-12-07
"503","YOGYA MEKAR WANGI","115131381",0.02064,10.47072,2022-12-01,2022-12-07
"504","YOMART DC GOOD STOCK","115131333",0.03168,21.41472,2022-12-01,2022-12-07
"505","YOMART DC GOOD STOCK","115131359",0.03576,3.85992,2022-12-01,2022-12-07
"506","YOMART DC GOOD STOCK","115131360",0.03445992,7.152,2022-12-01,2022-12-07
"507","YOMART DC GOOD STOCK","115131361",0.22036968,48.217040004,2022-12-01,2022-12-07
"508","YOMART DC GOOD STOCK","115131362",0.0192,2.44008,2022-12-01,2022-12-07
"509","INDOMARCO DC BOGOR","110406952",0.2124,0,2022-12-02,2022-12-06
"510","FARMERS FAMILY CILEUNGSI METLAND TRANSYO","110406768",0.05073408,16.24608,2022-11-29,2022-12-02
"511","FARMERS FAMILY CILEUNGSI METLAND TRANSYO","110406908",0.02568,3.23004,2022-11-30,2022-12-05
"512","HERO SPM KOTA WISATA","110406973",0.077712,21.192924,2022-12-02,2022-12-06
"513","INDOGROSIR BOGOR","110406954",0.08416404,0,2022-12-02,2022-12-06
"514","INDOGROSIR BOGOR - TRADISIONAL","110406959",0.01284,0,2022-12-02,2022-12-06
"515","INDOGROSIR BOGOR - TRADISIONAL","110406960",0.05107,0,2022-12-02,2022-12-06
"516","INDOGROSIR BOGOR - TRADISIONAL","110406961",0.16622582,0,2022-12-02,2022-12-06
"517","INDOMARCO DC BOGOR 2","110406953",0.04248,0,2022-12-02,2022-12-06
"518","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110406950",0.0262998,5.599998,2022-12-02,2022-12-06
"519","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110406951",0.03791512,11.652080008,2022-12-02,2022-12-06
"520","HYPERMART DC.BALARAJA 104","110406976",0.06229392,26.451682008,2022-12-02,NA
"521","HYPERMART DC.BALARAJA 104","110406977",0.03445992,7.2,2022-12-02,NA
"522","INDOMARCO DC LEBAK","110406949",0.05364,5.78988,2022-12-02,2022-12-06
"523","INDOMARCO DC LEBAK","110406956",0.07462812,0,2022-12-02,2022-12-06
"524","GUDANG ECOMM PISANGAN","872003259",0.61246344,0,2022-12-02,2022-12-02
"525","GUDANG ECOM PISANGAN","0870/Titipan/BP/MEA/XII/2022",NA,0.1,2022-12-02,NA
"526","Storesend Elogistic Indonesia","872003258",1.4574,668.64,2022-12-02,2022-12-03
"527","ASTRO TECHNOLOGIES - TANGERANG, PT","110406948",0.1536,108.3792,2022-12-01,NA
"528","HERO PURI INDAH MALL","110406971",0.065904,14.642916,2022-12-02,2022-12-06
"529","HERO PONDOK INDAH","110406972",0.09992868,21.080964,2022-12-02,2022-12-06
